"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"NettoWoonlasten_3";"BijkomendeWoonlasten_4";"Woonquote_5"
"282493";"A047048";"ZW10290";"GM0513";"2021JJ00";"    1092";"     878";"     214";"    34.8"
"282494";"A047048";"ZW10290";"GM0513";"2022JJ00";"";"";"";"       ."
"282495";"A047048";"ZW10290";"GM0786";"2018JJ00";"     884";"     662";"     221";"    38.4"
"282496";"A047048";"ZW10290";"GM0786";"2019JJ00";"     885";"     653";"     231";"    37.7"
"282497";"A047048";"ZW10290";"GM0786";"2020JJ00";"     894";"     678";"     216";"    36.6"
"282498";"A047048";"ZW10290";"GM0786";"2021JJ00";"     948";"     716";"     232";"    37.6"
"282499";"A047048";"ZW10290";"GM0786";"2022JJ00";"";"";"";"       ."
"282500";"A047048";"ZW10290";"GM0518";"2018JJ00";"    1304";"    1085";"     219";"    38.5"
"282501";"A047048";"ZW10290";"GM0518";"2019JJ00";"    1345";"    1124";"     221";"    37.8"
"282502";"A047048";"ZW10290";"GM0518";"2020JJ00";"    1358";"    1158";"     200";"    37.3"
"282503";"A047048";"ZW10290";"GM0518";"2021JJ00";"    1383";"    1164";"     219";"    37.5"
"282504";"A047048";"ZW10290";"GM0518";"2022JJ00";"";"";"";"       ."
"282505";"A047048";"ZW10290";"GM0014";"2018JJ00";"     879";"     690";"     189";"    36.5"
"282506";"A047048";"ZW10290";"GM0014";"2019JJ00";"     922";"     718";"     205";"    36.5"
"282507";"A047048";"ZW10290";"GM0014";"2020JJ00";"     922";"     740";"     182";"    35.3"
"282508";"A047048";"ZW10290";"GM0014";"2021JJ00";"     990";"     789";"     201";"    35.4"
"282509";"A047048";"ZW10290";"GM0014";"2022JJ00";"     988";"     821";"     167";"    33.1"
"282510";"A047048";"ZW10290";"GM0015";"2018JJ00";"";"";"";"       ."
"282511";"A047048";"ZW10290";"GM0015";"2019JJ00";"";"";"";"       ."
"282512";"A047048";"ZW10290";"GM0015";"2020JJ00";"";"";"";"       ."
"282513";"A047048";"ZW10290";"GM0015";"2021JJ00";"";"";"";"       ."
"282514";"A047048";"ZW10290";"GM0015";"2022JJ00";"";"";"";"       ."
"282515";"A047048";"ZW10290";"GM1729";"2018JJ00";"";"";"";"       ."
"282516";"A047048";"ZW10290";"GM1729";"2019JJ00";"";"";"";"       ."
"282517";"A047048";"ZW10290";"GM1729";"2020JJ00";"";"";"";"       ."
"282518";"A047048";"ZW10290";"GM1729";"2021JJ00";"";"";"";"       ."
"282519";"A047048";"ZW10290";"GM1729";"2022JJ00";"";"";"";"       ."
"282520";"A047048";"ZW10290";"GM0158";"2018JJ00";"     925";"     676";"     248";"    40.3"
"282521";"A047048";"ZW10290";"GM0158";"2019JJ00";"     963";"     709";"     254";"    39.1"
"282522";"A047048";"ZW10290";"GM0158";"2020JJ00";"     949";"     716";"     233";"    36.7"
"282523";"A047048";"ZW10290";"GM0158";"2021JJ00";"     989";"     732";"     257";"    36.3"
"282524";"A047048";"ZW10290";"GM0158";"2022JJ00";"    1019";"     776";"     243";"    33.8"
"282525";"A047048";"ZW10290";"GM0788";"2018JJ00";"";"";"";"       ."
"282526";"A047048";"ZW10290";"GM0788";"2019JJ00";"";"";"";"       ."
"282527";"A047048";"ZW10290";"GM0788";"2020JJ00";"";"";"";"       ."
"282528";"A047048";"ZW10290";"GM0788";"2021JJ00";"";"";"";"       ."
"282529";"A047048";"ZW10290";"GM0788";"2022JJ00";"";"";"";"       ."
"282530";"A047048";"ZW10290";"GM0392";"2018JJ00";"";"";"";"       ."
"282531";"A047048";"ZW10290";"GM0392";"2019JJ00";"";"";"";"       ."
"282532";"A047048";"ZW10290";"GM0392";"2020JJ00";"";"";"";"       ."
"282533";"A047048";"ZW10290";"GM0392";"2021JJ00";"    1255";"    1037";"     218";"    38.7"
"282534";"A047048";"ZW10290";"GM0392";"2022JJ00";"";"";"";"       ."
"282535";"A047048";"ZW10290";"GM0393";"2018JJ00";"";"";"";"       ."
"282536";"A047048";"ZW10290";"GM0393";"2019JJ00";"";"";"";"       ."
"282537";"A047048";"ZW10290";"GM0393";"2020JJ00";"";"";"";"       ."
"282538";"A047048";"ZW10290";"GM0393";"2021JJ00";"";"";"";"       ."
"282539";"A047048";"ZW10290";"GM0393";"2022JJ00";"";"";"";"       ."
"282540";"A047048";"ZW10290";"GM0394";"2018JJ00";"";"";"";"       ."
"282541";"A047048";"ZW10290";"GM0394";"2019JJ00";"";"";"";"       ."
"282542";"A047048";"ZW10290";"GM0394";"2020JJ00";"";"";"";"       ."
"282543";"A047048";"ZW10290";"GM0394";"2021JJ00";"    1229";"    1002";"     227";"    38.3"
"282544";"A047048";"ZW10290";"GM0394";"2022JJ00";"";"";"";"       ."
"282545";"A047048";"ZW10290";"GM1655";"2018JJ00";"";"";"";"       ."
"282546";"A047048";"ZW10290";"GM1655";"2019JJ00";"";"";"";"       ."
"282547";"A047048";"ZW10290";"GM1655";"2020JJ00";"";"";"";"       ."
"282548";"A047048";"ZW10290";"GM1655";"2021JJ00";"";"";"";"       ."
"282549";"A047048";"ZW10290";"GM1655";"2022JJ00";"";"";"";"       ."
"282550";"A047048";"ZW10290";"GM0160";"2018JJ00";"";"";"";"       ."
"282551";"A047048";"ZW10290";"GM0160";"2019JJ00";"";"";"";"       ."
"282552";"A047048";"ZW10290";"GM0160";"2020JJ00";"";"";"";"       ."
"282553";"A047048";"ZW10290";"GM0160";"2021JJ00";"    1030";"     767";"     263";"    35.5"
"282554";"A047048";"ZW10290";"GM0160";"2022JJ00";"";"";"";"       ."
"282555";"A047048";"ZW10290";"GM0243";"2018JJ00";"     988";"     783";"     205";"    35.0"
"282556";"A047048";"ZW10290";"GM0243";"2019JJ00";"    1033";"     821";"     212";"    35.7"
"282557";"A047048";"ZW10290";"GM0243";"2020JJ00";"    1052";"     864";"     188";"    33.6"
"282558";"A047048";"ZW10290";"GM0243";"2021JJ00";"    1092";"     894";"     199";"    33.8"
"282559";"A047048";"ZW10290";"GM0243";"2022JJ00";"";"";"";"       ."
"282560";"A047048";"ZW10290";"GM0523";"2018JJ00";"";"";"";"       ."
"282561";"A047048";"ZW10290";"GM0523";"2019JJ00";"";"";"";"       ."
"282562";"A047048";"ZW10290";"GM0523";"2020JJ00";"";"";"";"       ."
"282563";"A047048";"ZW10290";"GM0523";"2021JJ00";"";"";"";"       ."
"282564";"A047048";"ZW10290";"GM0523";"2022JJ00";"";"";"";"       ."
"282565";"A047048";"ZW10290";"GM0017";"2018JJ00";"     943";"     734";"     209";"    39.9"
"282566";"A047048";"ZW10290";"GM0017";"2019JJ00";"";"";"";"       ."
"282567";"A047048";"ZW10290";"GM0017";"2020JJ00";"";"";"";"       ."
"282568";"A047048";"ZW10290";"GM0017";"2021JJ00";"";"";"";"       ."
"282569";"A047048";"ZW10290";"GM0017";"2022JJ00";"";"";"";"       ."
"282570";"A047048";"ZW10290";"GM0072";"2018JJ00";"     792";"     580";"     211";"    36.0"
"282571";"A047048";"ZW10290";"GM0072";"2019JJ00";"     799";"     577";"     221";"    35.7"
"282572";"A047048";"ZW10290";"GM0072";"2020JJ00";"     807";"     605";"     202";"    34.3"
"282573";"A047048";"ZW10290";"GM0072";"2021JJ00";"     849";"     631";"     217";"    34.9"
"282574";"A047048";"ZW10290";"GM0072";"2022JJ00";"     853";"     665";"     188";"    32.7"
"282575";"A047048";"ZW10290";"GM0244";"2018JJ00";"";"";"";"       ."
"282576";"A047048";"ZW10290";"GM0244";"2019JJ00";"";"";"";"       ."
"282577";"A047048";"ZW10290";"GM0244";"2020JJ00";"";"";"";"       ."
"282578";"A047048";"ZW10290";"GM0244";"2021JJ00";"    1112";"     866";"     245";"    36.2"
"282579";"A047048";"ZW10290";"GM0244";"2022JJ00";"";"";"";"       ."
"282580";"A047048";"ZW10290";"GM0396";"2018JJ00";"";"";"";"       ."
"282581";"A047048";"ZW10290";"GM0396";"2019JJ00";"";"";"";"       ."
"282582";"A047048";"ZW10290";"GM0396";"2020JJ00";"";"";"";"       ."
"282583";"A047048";"ZW10290";"GM0396";"2021JJ00";"";"";"";"       ."
"282584";"A047048";"ZW10290";"GM0396";"2022JJ00";"";"";"";"       ."
"282585";"A047048";"ZW10290";"GM0397";"2018JJ00";"";"";"";"       ."
"282586";"A047048";"ZW10290";"GM0397";"2019JJ00";"";"";"";"       ."
"282587";"A047048";"ZW10290";"GM0397";"2020JJ00";"";"";"";"       ."
"282588";"A047048";"ZW10290";"GM0397";"2021JJ00";"";"";"";"       ."
"282589";"A047048";"ZW10290";"GM0397";"2022JJ00";"";"";"";"       ."
"282590";"A047048";"ZW10290";"GM0246";"2018JJ00";"    1022";"     788";"     234";"    35.8"
"282591";"A047048";"ZW10290";"GM0246";"2019JJ00";"     987";"     746";"     242";"    37.5"
"282592";"A047048";"ZW10290";"GM0246";"2020JJ00";"     989";"     783";"     206";"    35.7"
"282593";"A047048";"ZW10290";"GM0246";"2021JJ00";"    1043";"     826";"     217";"    34.0"
"282594";"A047048";"ZW10290";"GM0246";"2022JJ00";"";"";"";"       ."
"282595";"A047048";"ZW10290";"GM0074";"2018JJ00";"     978";"     731";"     247";"    35.3"
"282596";"A047048";"ZW10290";"GM0074";"2019JJ00";"     995";"     742";"     252";"    36.1"
"282597";"A047048";"ZW10290";"GM0074";"2020JJ00";"    1002";"     767";"     236";"    34.4"
"282598";"A047048";"ZW10290";"GM0074";"2021JJ00";"    1031";"     776";"     255";"    34.8"
"282599";"A047048";"ZW10290";"GM0074";"2022JJ00";"";"";"";"       ."
"282600";"A047048";"ZW10290";"GM0398";"2018JJ00";"";"";"";"       ."
"282601";"A047048";"ZW10290";"GM0398";"2019JJ00";"";"";"";"       ."
"282602";"A047048";"ZW10290";"GM0398";"2020JJ00";"";"";"";"       ."
"282603";"A047048";"ZW10290";"GM0398";"2021JJ00";"     988";"     788";"     200";"    34.7"
"282604";"A047048";"ZW10290";"GM0398";"2022JJ00";"";"";"";"       ."
"282605";"A047048";"ZW10290";"GM0526";"2018JJ00";"";"";"";"       ."
"282606";"A047048";"ZW10290";"GM0526";"2019JJ00";"";"";"";"       ."
"282607";"A047048";"ZW10290";"GM0526";"2020JJ00";"";"";"";"       ."
"282608";"A047048";"ZW10290";"GM0526";"2021JJ00";"";"";"";"       ."
"282609";"A047048";"ZW10290";"GM0526";"2022JJ00";"";"";"";"       ."
"282610";"A047048";"ZW10290";"GM0917";"2018JJ00";"     764";"     564";"     200";"    37.8"
"282611";"A047048";"ZW10290";"GM0917";"2019JJ00";"     792";"     578";"     214";"    37.5"
"282612";"A047048";"ZW10290";"GM0917";"2020JJ00";"     786";"     593";"     193";"    36.3"
"282613";"A047048";"ZW10290";"GM0917";"2021JJ00";"     821";"     608";"     213";"    36.6"
"282614";"A047048";"ZW10290";"GM0917";"2022JJ00";"     808";"     630";"     178";"    33.7"
"282615";"A047048";"ZW10290";"GM1658";"2018JJ00";"";"";"";"       ."
"282616";"A047048";"ZW10290";"GM1658";"2019JJ00";"";"";"";"       ."
"282617";"A047048";"ZW10290";"GM1658";"2020JJ00";"";"";"";"       ."
"282618";"A047048";"ZW10290";"GM1658";"2021JJ00";"";"";"";"       ."
"282619";"A047048";"ZW10290";"GM1658";"2022JJ00";"";"";"";"       ."
"282620";"A047048";"ZW10290";"GM0399";"2018JJ00";"";"";"";"       ."
"282621";"A047048";"ZW10290";"GM0399";"2019JJ00";"";"";"";"       ."
"282622";"A047048";"ZW10290";"GM0399";"2020JJ00";"";"";"";"       ."
"282623";"A047048";"ZW10290";"GM0399";"2021JJ00";"";"";"";"       ."
"282624";"A047048";"ZW10290";"GM0399";"2022JJ00";"";"";"";"       ."
"282625";"A047048";"ZW10290";"GM0163";"2018JJ00";"";"";"";"       ."
"282626";"A047048";"ZW10290";"GM0163";"2019JJ00";"";"";"";"       ."
"282627";"A047048";"ZW10290";"GM0163";"2020JJ00";"";"";"";"       ."
"282628";"A047048";"ZW10290";"GM0163";"2021JJ00";"";"";"";"       ."
"282629";"A047048";"ZW10290";"GM0163";"2022JJ00";"";"";"";"       ."
"282630";"A047048";"ZW10290";"GM0530";"2018JJ00";"     933";"     723";"     209";"    36.9"
"282631";"A047048";"ZW10290";"GM0530";"2019JJ00";"     947";"     727";"     220";"    36.3"
"282632";"A047048";"ZW10290";"GM0530";"2020JJ00";"     948";"     744";"     204";"    34.9"
"282633";"A047048";"ZW10290";"GM0530";"2021JJ00";"     991";"     767";"     223";"    35.7"
"282634";"A047048";"ZW10290";"GM0530";"2022JJ00";"    1017";"     821";"     196";"    33.8"
"282635";"A047048";"ZW10290";"GM0794";"2018JJ00";"     996";"     779";"     216";"    38.5"
"282636";"A047048";"ZW10290";"GM0794";"2019JJ00";"    1026";"     802";"     224";"    37.4"
"282637";"A047048";"ZW10290";"GM0794";"2020JJ00";"    1033";"     835";"     197";"    35.6"
"282638";"A047048";"ZW10290";"GM0794";"2021JJ00";"    1056";"     845";"     212";"    35.5"
"282639";"A047048";"ZW10290";"GM0794";"2022JJ00";"    1068";"     885";"     183";"    33.6"
"282640";"A047048";"ZW10290";"GM0531";"2018JJ00";"";"";"";"       ."
"282641";"A047048";"ZW10290";"GM0531";"2019JJ00";"    1107";"     877";"     230";"    37.3"
"282642";"A047048";"ZW10290";"GM0531";"2020JJ00";"    1139";"     926";"     213";"    35.7"
"282643";"A047048";"ZW10290";"GM0531";"2021JJ00";"    1169";"     940";"     230";"    36.3"
"282644";"A047048";"ZW10290";"GM0531";"2022JJ00";"    1148";"     940";"     208";"    34.6"
"282645";"A047048";"ZW10290";"GM0164";"2018JJ00";"     863";"     637";"     226";"    37.7"
"282646";"A047048";"ZW10290";"GM0164";"2019JJ00";"     868";"     643";"     225";"    36.9"
"282647";"A047048";"ZW10290";"GM0164";"2020JJ00";"     878";"     671";"     207";"    35.7"
"282648";"A047048";"ZW10290";"GM0164";"2021JJ00";"     947";"     717";"     230";"    36.1"
"282649";"A047048";"ZW10290";"GM0164";"2022JJ00";"     968";"     762";"     206";"    34.5"
"282650";"A047048";"ZW10290";"GM0796";"2018JJ00";"    1090";"     891";"     200";"    38.6"
"282651";"A047048";"ZW10290";"GM0796";"2019JJ00";"    1106";"     899";"     207";"    37.4"
"282652";"A047048";"ZW10290";"GM0796";"2020JJ00";"    1118";"     931";"     187";"    36.6"
"282653";"A047048";"ZW10290";"GM0796";"2021JJ00";"    1164";"     962";"     202";"    36.4"
"282654";"A047048";"ZW10290";"GM0796";"2022JJ00";"    1190";"    1008";"     182";"    35.2"
"282655";"A047048";"ZW10290";"GM1966";"2018JJ00";"";"";"";"       ."
"282656";"A047048";"ZW10290";"GM1966";"2019JJ00";"     954";"     686";"     268";"    35.1"
"282657";"A047048";"ZW10290";"GM1966";"2020JJ00";"     948";"     702";"     246";"    35.0"
"282658";"A047048";"ZW10290";"GM1966";"2021JJ00";"     973";"     709";"     264";"    35.1"
"282659";"A047048";"ZW10290";"GM1966";"2022JJ00";"";"";"";"       ."
"282660";"A047048";"ZW10290";"GM0252";"2018JJ00";"    1023";"     823";"     200";"    37.5"
"282661";"A047048";"ZW10290";"GM0252";"2019JJ00";"    1049";"     844";"     206";"    38.4"
"282662";"A047048";"ZW10290";"GM0252";"2020JJ00";"    1026";"     843";"     183";"    37.0"
"282663";"A047048";"ZW10290";"GM0252";"2021JJ00";"    1093";"     897";"     195";"    36.6"
"282664";"A047048";"ZW10290";"GM0252";"2022JJ00";"    1103";"     914";"     189";"    35.7"
"282665";"A047048";"ZW10290";"GM0797";"2018JJ00";"";"";"";"       ."
"282666";"A047048";"ZW10290";"GM0797";"2019JJ00";"";"";"";"       ."
"282667";"A047048";"ZW10290";"GM0797";"2020JJ00";"";"";"";"       ."
"282668";"A047048";"ZW10290";"GM0797";"2021JJ00";"";"";"";"       ."
"282669";"A047048";"ZW10290";"GM0797";"2022JJ00";"";"";"";"       ."
"282670";"A047048";"ZW10290";"GM0534";"2018JJ00";"     988";"     754";"     234";"    36.1"
"282671";"A047048";"ZW10290";"GM0534";"2019JJ00";"";"";"";"       ."
"282672";"A047048";"ZW10290";"GM0534";"2020JJ00";"";"";"";"       ."
"282673";"A047048";"ZW10290";"GM0534";"2021JJ00";"";"";"";"       ."
"282674";"A047048";"ZW10290";"GM0534";"2022JJ00";"";"";"";"       ."
"282675";"A047048";"ZW10290";"GM0798";"2018JJ00";"    1097";"     864";"     233";"    41.9"
"282676";"A047048";"ZW10290";"GM0798";"2019JJ00";"    1090";"     850";"     240";"    41.0"
"282677";"A047048";"ZW10290";"GM0798";"2020JJ00";"";"";"";"       ."
"282678";"A047048";"ZW10290";"GM0798";"2021JJ00";"    1081";"     856";"     224";"    38.9"
"282679";"A047048";"ZW10290";"GM0798";"2022JJ00";"";"";"";"       ."
"282680";"A047048";"ZW10290";"GM0402";"2018JJ00";"    1153";"     919";"     234";"    40.4"
"282681";"A047048";"ZW10290";"GM0402";"2019JJ00";"";"";"";"       ."
"282682";"A047048";"ZW10290";"GM0402";"2020JJ00";"";"";"";"       ."
"282683";"A047048";"ZW10290";"GM0402";"2021JJ00";"    1318";"    1069";"     249";"    39.9"
"282684";"A047048";"ZW10290";"GM0402";"2022JJ00";"";"";"";"       ."
"282685";"A047048";"ZW10290";"GM1963";"2018JJ00";"";"";"";"       ."
"282686";"A047048";"ZW10290";"GM1963";"2019JJ00";"    1044";"     799";"     245";"    38.6"
"282687";"A047048";"ZW10290";"GM1963";"2020JJ00";"";"";"";"       ."
"282688";"A047048";"ZW10290";"GM1963";"2021JJ00";"    1101";"     861";"     240";"    38.7"
"282689";"A047048";"ZW10290";"GM1963";"2022JJ00";"";"";"";"       ."
"282690";"A047048";"ZW10290";"GM1735";"2018JJ00";"";"";"";"       ."
"282691";"A047048";"ZW10290";"GM1735";"2019JJ00";"";"";"";"       ."
"282692";"A047048";"ZW10290";"GM1735";"2020JJ00";"";"";"";"       ."
"282693";"A047048";"ZW10290";"GM1735";"2021JJ00";"";"";"";"       ."
"282694";"A047048";"ZW10290";"GM1735";"2022JJ00";"";"";"";"       ."
"282695";"A047048";"ZW10290";"GM1911";"2018JJ00";"";"";"";"       ."
"282696";"A047048";"ZW10290";"GM1911";"2019JJ00";"";"";"";"       ."
"282697";"A047048";"ZW10290";"GM1911";"2020JJ00";"";"";"";"       ."
"282698";"A047048";"ZW10290";"GM1911";"2021JJ00";"";"";"";"       ."
"282699";"A047048";"ZW10290";"GM1911";"2022JJ00";"";"";"";"       ."
"282700";"A047048";"ZW10290";"GM0118";"2018JJ00";"     898";"     658";"     240";"    38.6"
"282701";"A047048";"ZW10290";"GM0118";"2019JJ00";"     929";"     681";"     247";"    38.5"
"282702";"A047048";"ZW10290";"GM0118";"2020JJ00";"";"";"";"       ."
"282703";"A047048";"ZW10290";"GM0118";"2021JJ00";"     962";"     719";"     243";"    36.0"
"282704";"A047048";"ZW10290";"GM0118";"2022JJ00";"     968";"     744";"     224";"    33.1"
"282705";"A047048";"ZW10290";"GM0405";"2018JJ00";"     914";"     701";"     212";"    38.1"
"282706";"A047048";"ZW10290";"GM0405";"2019JJ00";"     942";"     717";"     224";"    36.9"
"282707";"A047048";"ZW10290";"GM0405";"2020JJ00";"";"";"";"       ."
"282708";"A047048";"ZW10290";"GM0405";"2021JJ00";"    1009";"     792";"     217";"    36.7"
"282709";"A047048";"ZW10290";"GM0405";"2022JJ00";"";"";"";"       ."
"282710";"A047048";"ZW10290";"GM1507";"2018JJ00";"     919";"     717";"     203";"    38.7"
"282711";"A047048";"ZW10290";"GM1507";"2019JJ00";"";"";"";"       ."
"282712";"A047048";"ZW10290";"GM1507";"2020JJ00";"";"";"";"       ."
"282713";"A047048";"ZW10290";"GM1507";"2021JJ00";"    1012";"     787";"     225";"    37.9"
"282714";"A047048";"ZW10290";"GM1507";"2022JJ00";"";"";"";"       ."
"282715";"A047048";"ZW10290";"GM0321";"2018JJ00";"";"";"";"       ."
"282716";"A047048";"ZW10290";"GM0321";"2019JJ00";"";"";"";"       ."
"282717";"A047048";"ZW10290";"GM0321";"2020JJ00";"";"";"";"       ."
"282718";"A047048";"ZW10290";"GM0321";"2021JJ00";"    1173";"     973";"     200";"    33.1"
"282719";"A047048";"ZW10290";"GM0321";"2022JJ00";"";"";"";"       ."
"282720";"A047048";"ZW10290";"GM0406";"2018JJ00";"    1039";"     832";"     207";"    37.1"
"282721";"A047048";"ZW10290";"GM0406";"2019JJ00";"    1072";"     853";"     219";"    37.3"
"282722";"A047048";"ZW10290";"GM0406";"2020JJ00";"    1083";"     883";"     200";"    37.0"
"282723";"A047048";"ZW10290";"GM0406";"2021JJ00";"    1136";"     915";"     221";"    37.0"
"282724";"A047048";"ZW10290";"GM0406";"2022JJ00";"    1160";"     954";"     206";"    35.7"
"282725";"A047048";"ZW10290";"GM0677";"2018JJ00";"     849";"     602";"     248";"    41.6"
"282726";"A047048";"ZW10290";"GM0677";"2019JJ00";"     898";"     633";"     265";"    40.2"
"282727";"A047048";"ZW10290";"GM0677";"2020JJ00";"";"";"";"       ."
"282728";"A047048";"ZW10290";"GM0677";"2021JJ00";"     940";"     682";"     258";"    40.8"
"282729";"A047048";"ZW10290";"GM0677";"2022JJ00";"";"";"";"       ."
"282730";"A047048";"ZW10290";"GM0353";"2018JJ00";"    1028";"     823";"     205";"    35.7"
"282731";"A047048";"ZW10290";"GM0353";"2019JJ00";"    1063";"     847";"     216";"    35.0"
"282732";"A047048";"ZW10290";"GM0353";"2020JJ00";"    1081";"     882";"     199";"    34.1"
"282733";"A047048";"ZW10290";"GM0353";"2021JJ00";"    1128";"     914";"     214";"    34.1"
"282734";"A047048";"ZW10290";"GM0353";"2022JJ00";"";"";"";"       ."
"282735";"A047048";"ZW10290";"GM1884";"2018JJ00";"";"";"";"       ."
"282736";"A047048";"ZW10290";"GM1884";"2019JJ00";"";"";"";"       ."
"282737";"A047048";"ZW10290";"GM1884";"2020JJ00";"";"";"";"       ."
"282738";"A047048";"ZW10290";"GM1884";"2021JJ00";"";"";"";"       ."
"282739";"A047048";"ZW10290";"GM1884";"2022JJ00";"";"";"";"       ."
"282740";"A047048";"ZW10290";"GM0166";"2018JJ00";"     880";"     668";"     212";"    34.8"
"282741";"A047048";"ZW10290";"GM0166";"2019JJ00";"     897";"     679";"     218";"    34.3"
"282742";"A047048";"ZW10290";"GM0166";"2020JJ00";"     902";"     704";"     199";"    33.5"
"282743";"A047048";"ZW10290";"GM0166";"2021JJ00";"     950";"     734";"     216";"    33.8"
"282744";"A047048";"ZW10290";"GM0166";"2022JJ00";"     957";"     764";"     193";"    31.8"
"282745";"A047048";"ZW10290";"GM0678";"2018JJ00";"     906";"     683";"     223";"    36.8"
"282746";"A047048";"ZW10290";"GM0678";"2019JJ00";"     930";"     700";"     229";"    35.5"
"282747";"A047048";"ZW10290";"GM0678";"2020JJ00";"";"";"";"       ."
"282748";"A047048";"ZW10290";"GM0678";"2021JJ00";"     995";"     768";"     227";"    34.9"
"282749";"A047048";"ZW10290";"GM0678";"2022JJ00";"";"";"";"       ."
"282750";"A047048";"ZW10290";"GM0537";"2018JJ00";"";"";"";"       ."
"282751";"A047048";"ZW10290";"GM0537";"2019JJ00";"";"";"";"       ."
"282752";"A047048";"ZW10290";"GM0537";"2020JJ00";"";"";"";"       ."
"282753";"A047048";"ZW10290";"GM0537";"2021JJ00";"";"";"";"       ."
"282754";"A047048";"ZW10290";"GM0537";"2022JJ00";"";"";"";"       ."
"282755";"A047048";"ZW10290";"GM0928";"2018JJ00";"     808";"     576";"     232";"    41.1"
"282756";"A047048";"ZW10290";"GM0928";"2019JJ00";"     837";"     591";"     246";"    39.7"
"282757";"A047048";"ZW10290";"GM0928";"2020JJ00";"     812";"     590";"     222";"    38.1"
"282758";"A047048";"ZW10290";"GM0928";"2021JJ00";"     854";"     610";"     244";"    39.2"
"282759";"A047048";"ZW10290";"GM0928";"2022JJ00";"     855";"     643";"     211";"    36.4"
"282760";"A047048";"ZW10290";"GM1598";"2018JJ00";"     786";"     558";"     228";"    34.8"
"282761";"A047048";"ZW10290";"GM1598";"2019JJ00";"     800";"     571";"     229";"    34.5"
"282762";"A047048";"ZW10290";"GM1598";"2020JJ00";"     775";"     573";"     202";"    32.5"
"282763";"A047048";"ZW10290";"GM1598";"2021JJ00";"     821";"     603";"     218";"    32.7"
"282764";"A047048";"ZW10290";"GM1598";"2022JJ00";"     813";"     619";"     194";"    30.2"
"282765";"A047048";"ZW10290";"GM0079";"2018JJ00";"";"";"";"       ."
"282766";"A047048";"ZW10290";"GM0079";"2019JJ00";"";"";"";"       ."
"282767";"A047048";"ZW10290";"GM0079";"2020JJ00";"";"";"";"       ."
"282768";"A047048";"ZW10290";"GM0079";"2021JJ00";"";"";"";"       ."
"282769";"A047048";"ZW10290";"GM0079";"2022JJ00";"";"";"";"       ."
"282770";"A047048";"ZW10290";"GM0588";"2018JJ00";"";"";"";"       ."
"282771";"A047048";"ZW10290";"GM0588";"2019JJ00";"";"";"";"       ."
"282772";"A047048";"ZW10290";"GM0588";"2020JJ00";"";"";"";"       ."
"282773";"A047048";"ZW10290";"GM0588";"2021JJ00";"";"";"";"       ."
"282774";"A047048";"ZW10290";"GM0588";"2022JJ00";"";"";"";"       ."
"282775";"A047048";"ZW10290";"GM0542";"2018JJ00";"     984";"     754";"     231";"    36.7"
"282776";"A047048";"ZW10290";"GM0542";"2019JJ00";"     938";"     704";"     234";"    36.8"
"282777";"A047048";"ZW10290";"GM0542";"2020JJ00";"     968";"     745";"     224";"    36.9"
"282778";"A047048";"ZW10290";"GM0542";"2021JJ00";"";"";"";"       ."
"282779";"A047048";"ZW10290";"GM0542";"2022JJ00";"";"";"";"       ."
"282780";"A047048";"ZW10290";"GM1931";"2018JJ00";"";"";"";"       ."
"282781";"A047048";"ZW10290";"GM1931";"2019JJ00";"";"";"";"       ."
"282782";"A047048";"ZW10290";"GM1931";"2020JJ00";"";"";"";"       ."
"282783";"A047048";"ZW10290";"GM1931";"2021JJ00";"";"";"";"       ."
"282784";"A047048";"ZW10290";"GM1931";"2022JJ00";"";"";"";"       ."
"282785";"A047048";"ZW10290";"GM1659";"2018JJ00";"     996";"     766";"     230";"    41.3"
"282786";"A047048";"ZW10290";"GM1659";"2019JJ00";"    1006";"     767";"     239";"    40.3"
"282787";"A047048";"ZW10290";"GM1659";"2020JJ00";"";"";"";"       ."
"282788";"A047048";"ZW10290";"GM1659";"2021JJ00";"    1097";"     861";"     237";"    40.3"
"282789";"A047048";"ZW10290";"GM1659";"2022JJ00";"";"";"";"       ."
"282790";"A047048";"ZW10290";"GM1982";"2018JJ00";"";"";"";"       ."
"282791";"A047048";"ZW10290";"GM1982";"2019JJ00";"";"";"";"       ."
"282792";"A047048";"ZW10290";"GM1982";"2020JJ00";"";"";"";"       ."
"282793";"A047048";"ZW10290";"GM1982";"2021JJ00";"";"";"";"       ."
"282794";"A047048";"ZW10290";"GM1982";"2022JJ00";"";"";"";"       ."
"282795";"A047048";"ZW10290";"GM1685";"2018JJ00";"";"";"";"       ."
"282796";"A047048";"ZW10290";"GM1685";"2019JJ00";"";"";"";"       ."
"282797";"A047048";"ZW10290";"GM1685";"2020JJ00";"";"";"";"       ."
"282798";"A047048";"ZW10290";"GM1685";"2021JJ00";"";"";"";"       ."
"282799";"A047048";"ZW10290";"GM1685";"2022JJ00";"";"";"";"       ."
"282800";"A047048";"ZW10290";"GM0882";"2018JJ00";"     861";"     649";"     212";"    39.8"
"282801";"A047048";"ZW10290";"GM0882";"2019JJ00";"     867";"     640";"     227";"    38.9"
"282802";"A047048";"ZW10290";"GM0882";"2020JJ00";"     856";"     648";"     209";"    38.2"
