"ID";"EigenaarHuurder";"HuishoudensEnWoningkenmerken";"RegioS";"Perioden";"TotaleWoonlasten_2";"NettoWoonlasten_3";"BijkomendeWoonlasten_4";"Woonquote_5"
"282178";"A047048";"ZW10290";"GM0313";"2021JJ00";"";"";"";"       ."
"282179";"A047048";"ZW10290";"GM0313";"2022JJ00";"";"";"";"       ."
"282180";"A047048";"ZW10290";"GM0214";"2018JJ00";"";"";"";"       ."
"282181";"A047048";"ZW10290";"GM0214";"2019JJ00";"";"";"";"       ."
"282182";"A047048";"ZW10290";"GM0214";"2020JJ00";"";"";"";"       ."
"282183";"A047048";"ZW10290";"GM0214";"2021JJ00";"";"";"";"       ."
"282184";"A047048";"ZW10290";"GM0214";"2022JJ00";"";"";"";"       ."
"282185";"A047048";"ZW10290";"GM0502";"2018JJ00";"";"";"";"       ."
"282186";"A047048";"ZW10290";"GM0502";"2019JJ00";"";"";"";"       ."
"282187";"A047048";"ZW10290";"GM0502";"2020JJ00";"";"";"";"       ."
"282188";"A047048";"ZW10290";"GM0502";"2021JJ00";"";"";"";"       ."
"282189";"A047048";"ZW10290";"GM0502";"2022JJ00";"";"";"";"       ."
"282190";"A047048";"ZW10290";"GM0383";"2018JJ00";"";"";"";"       ."
"282191";"A047048";"ZW10290";"GM0383";"2019JJ00";"";"";"";"       ."
"282192";"A047048";"ZW10290";"GM0383";"2020JJ00";"";"";"";"       ."
"282193";"A047048";"ZW10290";"GM0383";"2021JJ00";"";"";"";"       ."
"282194";"A047048";"ZW10290";"GM0383";"2022JJ00";"";"";"";"       ."
"282195";"A047048";"ZW10290";"GM0109";"2018JJ00";"";"";"";"       ."
"282196";"A047048";"ZW10290";"GM0109";"2019JJ00";"     943";"     675";"     268";"    37.7"
"282197";"A047048";"ZW10290";"GM0109";"2020JJ00";"";"";"";"       ."
"282198";"A047048";"ZW10290";"GM0109";"2021JJ00";"     980";"     710";"     270";"    37.1"
"282199";"A047048";"ZW10290";"GM0109";"2022JJ00";"";"";"";"       ."
"282200";"A047048";"ZW10290";"GM1706";"2018JJ00";"     960";"     723";"     237";"    40.6"
"282201";"A047048";"ZW10290";"GM1706";"2019JJ00";"     989";"     751";"     239";"    41.2"
"282202";"A047048";"ZW10290";"GM1706";"2020JJ00";"";"";"";"       ."
"282203";"A047048";"ZW10290";"GM1706";"2021JJ00";"    1038";"     798";"     240";"    40.4"
"282204";"A047048";"ZW10290";"GM1706";"2022JJ00";"";"";"";"       ."
"282205";"A047048";"ZW10290";"GM0611";"2018JJ00";"";"";"";"       ."
"282206";"A047048";"ZW10290";"GM0611";"2019JJ00";"";"";"";"       ."
"282207";"A047048";"ZW10290";"GM0611";"2020JJ00";"";"";"";"       ."
"282208";"A047048";"ZW10290";"GM0611";"2021JJ00";"";"";"";"       ."
"282209";"A047048";"ZW10290";"GM0611";"2022JJ00";"";"";"";"       ."
"282210";"A047048";"ZW10290";"GM1684";"2018JJ00";"     904";"     699";"     205";"    37.6"
"282211";"A047048";"ZW10290";"GM1684";"2019JJ00";"     955";"     734";"     220";"    39.3"
"282212";"A047048";"ZW10290";"GM1684";"2020JJ00";"     956";"     761";"     195";"    36.3"
"282213";"A047048";"ZW10290";"GM1684";"2021JJ00";"    1008";"     801";"     207";"    36.0"
"282214";"A047048";"ZW10290";"GM1684";"2022JJ00";"";"";"";"       ."
"282215";"A047048";"ZW10290";"GM0216";"2018JJ00";"     999";"     817";"     182";"    36.9"
"282216";"A047048";"ZW10290";"GM0216";"2019JJ00";"    1038";"     843";"     195";"    36.0"
"282217";"A047048";"ZW10290";"GM0216";"2020JJ00";"";"";"";"       ."
"282218";"A047048";"ZW10290";"GM0216";"2021JJ00";"    1089";"     897";"     192";"    34.4"
"282219";"A047048";"ZW10290";"GM0216";"2022JJ00";"";"";"";"       ."
"282220";"A047048";"ZW10290";"GM0148";"2018JJ00";"";"";"";"       ."
"282221";"A047048";"ZW10290";"GM0148";"2019JJ00";"";"";"";"       ."
"282222";"A047048";"ZW10290";"GM0148";"2020JJ00";"";"";"";"       ."
"282223";"A047048";"ZW10290";"GM0148";"2021JJ00";"";"";"";"       ."
"282224";"A047048";"ZW10290";"GM0148";"2022JJ00";"";"";"";"       ."
"282225";"A047048";"ZW10290";"GM1891";"2018JJ00";"";"";"";"       ."
"282226";"A047048";"ZW10290";"GM1891";"2019JJ00";"";"";"";"       ."
"282227";"A047048";"ZW10290";"GM1891";"2020JJ00";"";"";"";"       ."
"282228";"A047048";"ZW10290";"GM1891";"2021JJ00";"";"";"";"       ."
"282229";"A047048";"ZW10290";"GM1891";"2022JJ00";"";"";"";"       ."
"282230";"A047048";"ZW10290";"GM0310";"2018JJ00";"";"";"";"       ."
"282231";"A047048";"ZW10290";"GM0310";"2019JJ00";"";"";"";"       ."
"282232";"A047048";"ZW10290";"GM0310";"2020JJ00";"";"";"";"       ."
"282233";"A047048";"ZW10290";"GM0310";"2021JJ00";"";"";"";"       ."
"282234";"A047048";"ZW10290";"GM0310";"2022JJ00";"";"";"";"       ."
"282235";"A047048";"ZW10290";"GM1940";"2018JJ00";"";"";"";"       ."
"282236";"A047048";"ZW10290";"GM1940";"2019JJ00";"";"";"";"       ."
"282237";"A047048";"ZW10290";"GM1940";"2020JJ00";"";"";"";"       ."
"282238";"A047048";"ZW10290";"GM1940";"2021JJ00";"";"";"";"       ."
"282239";"A047048";"ZW10290";"GM1940";"2022JJ00";"";"";"";"       ."
"282240";"A047048";"ZW10290";"GM1663";"2018JJ00";"";"";"";"       ."
"282241";"A047048";"ZW10290";"GM1663";"2019JJ00";"";"";"";"       ."
"282242";"A047048";"ZW10290";"GM1663";"2020JJ00";"";"";"";"       ."
"282243";"A047048";"ZW10290";"GM1663";"2021JJ00";"";"";"";"       ."
"282244";"A047048";"ZW10290";"GM1663";"2022JJ00";"";"";"";"       ."
"282245";"A047048";"ZW10290";"GM0736";"2018JJ00";"";"";"";"       ."
"282246";"A047048";"ZW10290";"GM0736";"2019JJ00";"";"";"";"       ."
"282247";"A047048";"ZW10290";"GM0736";"2020JJ00";"";"";"";"       ."
"282248";"A047048";"ZW10290";"GM0736";"2021JJ00";"";"";"";"       ."
"282249";"A047048";"ZW10290";"GM0736";"2022JJ00";"";"";"";"       ."
"282250";"A047048";"ZW10290";"GM1690";"2018JJ00";"";"";"";"       ."
"282251";"A047048";"ZW10290";"GM1690";"2019JJ00";"";"";"";"       ."
"282252";"A047048";"ZW10290";"GM1690";"2020JJ00";"";"";"";"       ."
"282253";"A047048";"ZW10290";"GM1690";"2021JJ00";"";"";"";"       ."
"282254";"A047048";"ZW10290";"GM1690";"2022JJ00";"";"";"";"       ."
"282255";"A047048";"ZW10290";"GM0503";"2018JJ00";"";"";"";"       ."
"282256";"A047048";"ZW10290";"GM0503";"2019JJ00";"";"";"";"       ."
"282257";"A047048";"ZW10290";"GM0503";"2020JJ00";"";"";"";"       ."
"282258";"A047048";"ZW10290";"GM0503";"2021JJ00";"";"";"";"       ."
"282259";"A047048";"ZW10290";"GM0503";"2022JJ00";"";"";"";"       ."
"282260";"A047048";"ZW10290";"GM0010";"2018JJ00";"     856";"     597";"     259";"    39.4"
"282261";"A047048";"ZW10290";"GM0010";"2019JJ00";"     889";"     622";"     268";"    39.1"
"282262";"A047048";"ZW10290";"GM0010";"2020JJ00";"";"";"";"       ."
"282263";"A047048";"ZW10290";"GM0010";"2021JJ00";"";"";"";"       ."
"282264";"A047048";"ZW10290";"GM0010";"2022JJ00";"";"";"";"       ."
"282265";"A047048";"ZW10290";"GM0400";"2018JJ00";"     691";"     500";"     192";"    32.8"
"282266";"A047048";"ZW10290";"GM0400";"2019JJ00";"     767";"     546";"     221";"    39.1"
"282267";"A047048";"ZW10290";"GM0400";"2020JJ00";"     749";"     545";"     204";"    37.9"
"282268";"A047048";"ZW10290";"GM0400";"2021JJ00";"     807";"     584";"     223";"    38.1"
"282269";"A047048";"ZW10290";"GM0400";"2022JJ00";"     782";"     599";"     182";"    33.8"
"282270";"A047048";"ZW10290";"GM0762";"2018JJ00";"     998";"     755";"     243";"    38.3"
"282271";"A047048";"ZW10290";"GM0762";"2019JJ00";"    1038";"     785";"     254";"    38.5"
"282272";"A047048";"ZW10290";"GM0762";"2020JJ00";"    1042";"     809";"     233";"    37.4"
"282273";"A047048";"ZW10290";"GM0762";"2021JJ00";"    1082";"     829";"     253";"    37.8"
"282274";"A047048";"ZW10290";"GM0762";"2022JJ00";"";"";"";"       ."
"282275";"A047048";"ZW10290";"GM0150";"2018JJ00";"     899";"     683";"     216";"    35.9"
"282276";"A047048";"ZW10290";"GM0150";"2019JJ00";"     922";"     697";"     225";"    35.1"
"282277";"A047048";"ZW10290";"GM0150";"2020JJ00";"     927";"     722";"     206";"    34.0"
"282278";"A047048";"ZW10290";"GM0150";"2021JJ00";"     976";"     752";"     224";"    34.1"
"282279";"A047048";"ZW10290";"GM0150";"2022JJ00";"";"";"";"       ."
"282280";"A047048";"ZW10290";"GM0384";"2018JJ00";"    1140";"     931";"     209";"    37.6"
"282281";"A047048";"ZW10290";"GM0384";"2019JJ00";"    1173";"     956";"     217";"    37.3"
"282282";"A047048";"ZW10290";"GM0384";"2020JJ00";"    1190";"     991";"     199";"    35.8"
"282283";"A047048";"ZW10290";"GM0384";"2021JJ00";"";"";"";"       ."
"282284";"A047048";"ZW10290";"GM0384";"2022JJ00";"";"";"";"       ."
"282285";"A047048";"ZW10290";"GM1980";"2018JJ00";"";"";"";"       ."
"282286";"A047048";"ZW10290";"GM1980";"2019JJ00";"";"";"";"       ."
"282287";"A047048";"ZW10290";"GM1980";"2020JJ00";"";"";"";"       ."
"282288";"A047048";"ZW10290";"GM1980";"2021JJ00";"";"";"";"       ."
"282289";"A047048";"ZW10290";"GM1980";"2022JJ00";"";"";"";"       ."
"282290";"A047048";"ZW10290";"GM1774";"2018JJ00";"";"";"";"       ."
"282291";"A047048";"ZW10290";"GM1774";"2019JJ00";"";"";"";"       ."
"282292";"A047048";"ZW10290";"GM1774";"2020JJ00";"";"";"";"       ."
"282293";"A047048";"ZW10290";"GM1774";"2021JJ00";"";"";"";"       ."
"282294";"A047048";"ZW10290";"GM1774";"2022JJ00";"";"";"";"       ."
"282295";"A047048";"ZW10290";"GM0221";"2018JJ00";"     873";"     669";"     204";"    39.1"
"282296";"A047048";"ZW10290";"GM0221";"2019JJ00";"     895";"     683";"     213";"    37.0"
"282297";"A047048";"ZW10290";"GM0221";"2020JJ00";"";"";"";"       ."
"282298";"A047048";"ZW10290";"GM0221";"2021JJ00";"     930";"     709";"     222";"    37.3"
"282299";"A047048";"ZW10290";"GM0221";"2022JJ00";"";"";"";"       ."
"282300";"A047048";"ZW10290";"GM0222";"2018JJ00";"     893";"     687";"     206";"    36.0"
"282301";"A047048";"ZW10290";"GM0222";"2019JJ00";"     913";"     700";"     214";"    35.3"
"282302";"A047048";"ZW10290";"GM0222";"2020JJ00";"";"";"";"       ."
"282303";"A047048";"ZW10290";"GM0222";"2021JJ00";"     978";"     758";"     220";"    34.4"
"282304";"A047048";"ZW10290";"GM0222";"2022JJ00";"";"";"";"       ."
"282305";"A047048";"ZW10290";"GM0766";"2018JJ00";"     976";"     766";"     210";"    38.3"
"282306";"A047048";"ZW10290";"GM0766";"2019JJ00";"     969";"     762";"     207";"    37.9"
"282307";"A047048";"ZW10290";"GM0766";"2020JJ00";"     971";"     780";"     191";"    35.9"
"282308";"A047048";"ZW10290";"GM0766";"2021JJ00";"    1017";"     802";"     216";"    35.4"
"282309";"A047048";"ZW10290";"GM0766";"2022JJ00";"    1053";"     855";"     198";"    33.2"
"282310";"A047048";"ZW10290";"GM0058";"2018JJ00";"     926";"     665";"     261";"    35.6"
"282311";"A047048";"ZW10290";"GM0058";"2019JJ00";"";"";"";"       ."
"282312";"A047048";"ZW10290";"GM0058";"2020JJ00";"";"";"";"       ."
"282313";"A047048";"ZW10290";"GM0058";"2021JJ00";"";"";"";"       ."
"282314";"A047048";"ZW10290";"GM0058";"2022JJ00";"";"";"";"       ."
"282315";"A047048";"ZW10290";"GM0505";"2018JJ00";"     871";"     658";"     213";"    36.8"
"282316";"A047048";"ZW10290";"GM0505";"2019JJ00";"     907";"     683";"     224";"    37.3"
"282317";"A047048";"ZW10290";"GM0505";"2020JJ00";"     914";"     708";"     206";"    36.2"
"282318";"A047048";"ZW10290";"GM0505";"2021JJ00";"     963";"     739";"     223";"    36.7"
"282319";"A047048";"ZW10290";"GM0505";"2022JJ00";"     977";"     784";"     193";"    34.6"
"282320";"A047048";"ZW10290";"GM0498";"2018JJ00";"";"";"";"       ."
"282321";"A047048";"ZW10290";"GM0498";"2019JJ00";"";"";"";"       ."
"282322";"A047048";"ZW10290";"GM0498";"2020JJ00";"";"";"";"       ."
"282323";"A047048";"ZW10290";"GM0498";"2021JJ00";"";"";"";"       ."
"282324";"A047048";"ZW10290";"GM0498";"2022JJ00";"";"";"";"       ."
"282325";"A047048";"ZW10290";"GM1719";"2018JJ00";"";"";"";"       ."
"282326";"A047048";"ZW10290";"GM1719";"2019JJ00";"";"";"";"       ."
"282327";"A047048";"ZW10290";"GM1719";"2020JJ00";"";"";"";"       ."
"282328";"A047048";"ZW10290";"GM1719";"2021JJ00";"";"";"";"       ."
"282329";"A047048";"ZW10290";"GM1719";"2022JJ00";"";"";"";"       ."
"282330";"A047048";"ZW10290";"GM0303";"2018JJ00";"";"";"";"       ."
"282331";"A047048";"ZW10290";"GM0303";"2019JJ00";"";"";"";"       ."
"282332";"A047048";"ZW10290";"GM0303";"2020JJ00";"";"";"";"       ."
"282333";"A047048";"ZW10290";"GM0303";"2021JJ00";"    1154";"     915";"     239";"    36.5"
"282334";"A047048";"ZW10290";"GM0303";"2022JJ00";"";"";"";"       ."
"282335";"A047048";"ZW10290";"GM0225";"2018JJ00";"     938";"     737";"     201";"    36.5"
"282336";"A047048";"ZW10290";"GM0225";"2019JJ00";"     991";"     784";"     207";"    35.7"
"282337";"A047048";"ZW10290";"GM0225";"2020JJ00";"     983";"     795";"     187";"    34.7"
"282338";"A047048";"ZW10290";"GM0225";"2021JJ00";"    1015";"     808";"     207";"    34.8"
"282339";"A047048";"ZW10290";"GM0225";"2022JJ00";"";"";"";"       ."
"282340";"A047048";"ZW10290";"GM0226";"2018JJ00";"     963";"     758";"     205";"    35.3"
"282341";"A047048";"ZW10290";"GM0226";"2019JJ00";"     979";"     771";"     209";"    34.4"
"282342";"A047048";"ZW10290";"GM0226";"2020JJ00";"     983";"     792";"     191";"    33.2"
"282343";"A047048";"ZW10290";"GM0226";"2021JJ00";"    1008";"     803";"     206";"    32.1"
"282344";"A047048";"ZW10290";"GM0226";"2022JJ00";"    1033";"     844";"     189";"    30.8"
"282345";"A047048";"ZW10290";"GM1711";"2018JJ00";"     922";"     689";"     234";"    40.8"
"282346";"A047048";"ZW10290";"GM1711";"2019JJ00";"     934";"     691";"     243";"    40.4"
"282347";"A047048";"ZW10290";"GM1711";"2020JJ00";"";"";"";"       ."
"282348";"A047048";"ZW10290";"GM1711";"2021JJ00";"     952";"     714";"     238";"    39.5"
"282349";"A047048";"ZW10290";"GM1711";"2022JJ00";"";"";"";"       ."
"282350";"A047048";"ZW10290";"GM0385";"2018JJ00";"";"";"";"       ."
"282351";"A047048";"ZW10290";"GM0385";"2019JJ00";"";"";"";"       ."
"282352";"A047048";"ZW10290";"GM0385";"2020JJ00";"";"";"";"       ."
"282353";"A047048";"ZW10290";"GM0385";"2021JJ00";"";"";"";"       ."
"282354";"A047048";"ZW10290";"GM0385";"2022JJ00";"";"";"";"       ."
"282355";"A047048";"ZW10290";"GM0228";"2018JJ00";"";"";"";"       ."
"282356";"A047048";"ZW10290";"GM0228";"2019JJ00";"    1045";"     821";"     224";"    35.6"
"282357";"A047048";"ZW10290";"GM0228";"2020JJ00";"";"";"";"       ."
"282358";"A047048";"ZW10290";"GM0228";"2021JJ00";"    1112";"     896";"     216";"    34.5"
"282359";"A047048";"ZW10290";"GM0228";"2022JJ00";"";"";"";"       ."
"282360";"A047048";"ZW10290";"GM0317";"2018JJ00";"";"";"";"       ."
"282361";"A047048";"ZW10290";"GM0317";"2019JJ00";"";"";"";"       ."
"282362";"A047048";"ZW10290";"GM0317";"2020JJ00";"";"";"";"       ."
"282363";"A047048";"ZW10290";"GM0317";"2021JJ00";"";"";"";"       ."
"282364";"A047048";"ZW10290";"GM0317";"2022JJ00";"";"";"";"       ."
"282365";"A047048";"ZW10290";"GM1979";"2018JJ00";"";"";"";"       ."
"282366";"A047048";"ZW10290";"GM1979";"2019JJ00";"";"";"";"       ."
"282367";"A047048";"ZW10290";"GM1979";"2020JJ00";"";"";"";"       ."
"282368";"A047048";"ZW10290";"GM1979";"2021JJ00";"     943";"     678";"     265";"    35.9"
"282369";"A047048";"ZW10290";"GM1979";"2022JJ00";"     936";"     699";"     237";"    33.6"
"282370";"A047048";"ZW10290";"GM1651";"2018JJ00";"";"";"";"       ."
"282371";"A047048";"ZW10290";"GM1651";"2019JJ00";"";"";"";"       ."
"282372";"A047048";"ZW10290";"GM1651";"2020JJ00";"";"";"";"       ."
"282373";"A047048";"ZW10290";"GM1651";"2021JJ00";"";"";"";"       ."
"282374";"A047048";"ZW10290";"GM1651";"2022JJ00";"";"";"";"       ."
"282375";"A047048";"ZW10290";"GM0770";"2018JJ00";"";"";"";"       ."
"282376";"A047048";"ZW10290";"GM0770";"2019JJ00";"";"";"";"       ."
"282377";"A047048";"ZW10290";"GM0770";"2020JJ00";"";"";"";"       ."
"282378";"A047048";"ZW10290";"GM0770";"2021JJ00";"";"";"";"       ."
"282379";"A047048";"ZW10290";"GM0770";"2022JJ00";"";"";"";"       ."
"282380";"A047048";"ZW10290";"GM1903";"2018JJ00";"";"";"";"       ."
"282381";"A047048";"ZW10290";"GM1903";"2019JJ00";"";"";"";"       ."
"282382";"A047048";"ZW10290";"GM1903";"2020JJ00";"";"";"";"       ."
"282383";"A047048";"ZW10290";"GM1903";"2021JJ00";"    1020";"     797";"     223";"    38.9"
"282384";"A047048";"ZW10290";"GM1903";"2022JJ00";"";"";"";"       ."
"282385";"A047048";"ZW10290";"GM0772";"2018JJ00";"    1004";"     815";"     189";"    36.5"
"282386";"A047048";"ZW10290";"GM0772";"2019JJ00";"    1116";"     916";"     200";"    38.1"
"282387";"A047048";"ZW10290";"GM0772";"2020JJ00";"    1137";"     958";"     179";"    36.6"
"282388";"A047048";"ZW10290";"GM0772";"2021JJ00";"    1212";"    1016";"     196";"    36.4"
"282389";"A047048";"ZW10290";"GM0772";"2022JJ00";"";"";"";"       ."
"282390";"A047048";"ZW10290";"GM0230";"2018JJ00";"";"";"";"       ."
"282391";"A047048";"ZW10290";"GM0230";"2019JJ00";"";"";"";"       ."
"282392";"A047048";"ZW10290";"GM0230";"2020JJ00";"";"";"";"       ."
"282393";"A047048";"ZW10290";"GM0230";"2021JJ00";"";"";"";"       ."
"282394";"A047048";"ZW10290";"GM0230";"2022JJ00";"";"";"";"       ."
"282395";"A047048";"ZW10290";"GM0114";"2018JJ00";"     854";"     633";"     221";"    37.4"
"282396";"A047048";"ZW10290";"GM0114";"2019JJ00";"     873";"     639";"     234";"    37.6"
"282397";"A047048";"ZW10290";"GM0114";"2020JJ00";"     868";"     655";"     214";"    36.0"
"282398";"A047048";"ZW10290";"GM0114";"2021JJ00";"     905";"     672";"     234";"    36.0"
"282399";"A047048";"ZW10290";"GM0114";"2022JJ00";"     914";"     708";"     206";"    33.1"
"282400";"A047048";"ZW10290";"GM0388";"2018JJ00";"     914";"     691";"     223";"    41.5"
"282401";"A047048";"ZW10290";"GM0388";"2019JJ00";"     929";"     698";"     231";"    39.1"
"282402";"A047048";"ZW10290";"GM0388";"2020JJ00";"";"";"";"       ."
"282403";"A047048";"ZW10290";"GM0388";"2021JJ00";"    1027";"     795";"     232";"    39.2"
"282404";"A047048";"ZW10290";"GM0388";"2022JJ00";"";"";"";"       ."
"282405";"A047048";"ZW10290";"GM0153";"2018JJ00";"     837";"     613";"     224";"    39.8"
"282406";"A047048";"ZW10290";"GM0153";"2019JJ00";"     877";"     641";"     237";"    39.6"
"282407";"A047048";"ZW10290";"GM0153";"2020JJ00";"     863";"     646";"     217";"    37.0"
"282408";"A047048";"ZW10290";"GM0153";"2021JJ00";"     925";"     688";"     237";"    37.7"
"282409";"A047048";"ZW10290";"GM0153";"2022JJ00";"     933";"     720";"     213";"    35.6"
"282410";"A047048";"ZW10290";"GM0232";"2018JJ00";"     966";"     726";"     240";"    36.5"
"282411";"A047048";"ZW10290";"GM0232";"2019JJ00";"";"";"";"       ."
"282412";"A047048";"ZW10290";"GM0232";"2020JJ00";"";"";"";"       ."
"282413";"A047048";"ZW10290";"GM0232";"2021JJ00";"    1034";"     781";"     253";"    35.3"
"282414";"A047048";"ZW10290";"GM0232";"2022JJ00";"";"";"";"       ."
"282415";"A047048";"ZW10290";"GM0233";"2018JJ00";"";"";"";"       ."
"282416";"A047048";"ZW10290";"GM0233";"2019JJ00";"";"";"";"       ."
"282417";"A047048";"ZW10290";"GM0233";"2020JJ00";"";"";"";"       ."
"282418";"A047048";"ZW10290";"GM0233";"2021JJ00";"";"";"";"       ."
"282419";"A047048";"ZW10290";"GM0233";"2022JJ00";"";"";"";"       ."
"282420";"A047048";"ZW10290";"GM0777";"2018JJ00";"     896";"     691";"     205";"    35.7"
"282421";"A047048";"ZW10290";"GM0777";"2019JJ00";"     936";"     717";"     218";"    36.0"
"282422";"A047048";"ZW10290";"GM0777";"2020JJ00";"     951";"     737";"     213";"    35.9"
"282423";"A047048";"ZW10290";"GM0777";"2021JJ00";"     999";"     773";"     226";"    35.5"
"282424";"A047048";"ZW10290";"GM0777";"2022JJ00";"    1006";"     805";"     200";"    33.7"
"282425";"A047048";"ZW10290";"GM1722";"2018JJ00";"";"";"";"       ."
"282426";"A047048";"ZW10290";"GM1722";"2019JJ00";"";"";"";"       ."
"282427";"A047048";"ZW10290";"GM1722";"2020JJ00";"";"";"";"       ."
"282428";"A047048";"ZW10290";"GM1722";"2021JJ00";"";"";"";"       ."
"282429";"A047048";"ZW10290";"GM1722";"2022JJ00";"";"";"";"       ."
"282430";"A047048";"ZW10290";"GM0779";"2018JJ00";"     853";"     660";"     193";"    36.6"
"282431";"A047048";"ZW10290";"GM0779";"2019JJ00";"     864";"     662";"     202";"    34.5"
"282432";"A047048";"ZW10290";"GM0779";"2020JJ00";"";"";"";"       ."
"282433";"A047048";"ZW10290";"GM0779";"2021JJ00";"     963";"     752";"     211";"    35.9"
"282434";"A047048";"ZW10290";"GM0779";"2022JJ00";"";"";"";"       ."
"282435";"A047048";"ZW10290";"GM0236";"2018JJ00";"";"";"";"       ."
"282436";"A047048";"ZW10290";"GM0236";"2019JJ00";"";"";"";"       ."
"282437";"A047048";"ZW10290";"GM0236";"2020JJ00";"";"";"";"       ."
"282438";"A047048";"ZW10290";"GM0236";"2021JJ00";"";"";"";"       ."
"282439";"A047048";"ZW10290";"GM0236";"2022JJ00";"";"";"";"       ."
"282440";"A047048";"ZW10290";"GM1771";"2018JJ00";"";"";"";"       ."
"282441";"A047048";"ZW10290";"GM1771";"2019JJ00";"    1005";"     775";"     230";"    40.0"
"282442";"A047048";"ZW10290";"GM1771";"2020JJ00";"";"";"";"       ."
"282443";"A047048";"ZW10290";"GM1771";"2021JJ00";"    1058";"     832";"     226";"    37.6"
"282444";"A047048";"ZW10290";"GM1771";"2022JJ00";"";"";"";"       ."
"282445";"A047048";"ZW10290";"GM1652";"2018JJ00";"";"";"";"       ."
"282446";"A047048";"ZW10290";"GM1652";"2019JJ00";"";"";"";"       ."
"282447";"A047048";"ZW10290";"GM1652";"2020JJ00";"";"";"";"       ."
"282448";"A047048";"ZW10290";"GM1652";"2021JJ00";"";"";"";"       ."
"282449";"A047048";"ZW10290";"GM1652";"2022JJ00";"";"";"";"       ."
"282450";"A047048";"ZW10290";"GM0907";"2018JJ00";"";"";"";"       ."
"282451";"A047048";"ZW10290";"GM0907";"2019JJ00";"     957";"     724";"     232";"    39.6"
"282452";"A047048";"ZW10290";"GM0907";"2020JJ00";"";"";"";"       ."
"282453";"A047048";"ZW10290";"GM0907";"2021JJ00";"";"";"";"       ."
"282454";"A047048";"ZW10290";"GM0907";"2022JJ00";"";"";"";"       ."
"282455";"A047048";"ZW10290";"GM0689";"2018JJ00";"";"";"";"       ."
"282456";"A047048";"ZW10290";"GM0689";"2019JJ00";"";"";"";"       ."
"282457";"A047048";"ZW10290";"GM0689";"2020JJ00";"";"";"";"       ."
"282458";"A047048";"ZW10290";"GM0689";"2021JJ00";"";"";"";"       ."
"282459";"A047048";"ZW10290";"GM0689";"2022JJ00";"";"";"";"       ."
"282460";"A047048";"ZW10290";"GM0784";"2018JJ00";"    1016";"     797";"     219";"    39.1"
"282461";"A047048";"ZW10290";"GM0784";"2019JJ00";"    1032";"     814";"     218";"    39.8"
"282462";"A047048";"ZW10290";"GM0784";"2020JJ00";"";"";"";"       ."
"282463";"A047048";"ZW10290";"GM0784";"2021JJ00";"    1102";"     893";"     210";"    38.7"
"282464";"A047048";"ZW10290";"GM0784";"2022JJ00";"";"";"";"       ."
"282465";"A047048";"ZW10290";"GM1924";"2018JJ00";"";"";"";"       ."
"282466";"A047048";"ZW10290";"GM1924";"2019JJ00";"";"";"";"       ."
"282467";"A047048";"ZW10290";"GM1924";"2020JJ00";"";"";"";"       ."
"282468";"A047048";"ZW10290";"GM1924";"2021JJ00";"";"";"";"       ."
"282469";"A047048";"ZW10290";"GM1924";"2022JJ00";"";"";"";"       ."
"282470";"A047048";"ZW10290";"GM0664";"2018JJ00";"     918";"     712";"     206";"    39.1"
"282471";"A047048";"ZW10290";"GM0664";"2019JJ00";"     925";"     721";"     203";"    38.8"
"282472";"A047048";"ZW10290";"GM0664";"2020JJ00";"     915";"     735";"     180";"    36.1"
"282473";"A047048";"ZW10290";"GM0664";"2021JJ00";"     955";"     752";"     204";"    36.3"
"282474";"A047048";"ZW10290";"GM0664";"2022JJ00";"";"";"";"       ."
"282475";"A047048";"ZW10290";"GM0785";"2018JJ00";"";"";"";"       ."
"282476";"A047048";"ZW10290";"GM0785";"2019JJ00";"    1090";"     881";"     209";"    39.6"
"282477";"A047048";"ZW10290";"GM0785";"2020JJ00";"    1107";"     919";"     189";"    37.3"
"282478";"A047048";"ZW10290";"GM0785";"2021JJ00";"    1133";"     932";"     201";"    35.9"
"282479";"A047048";"ZW10290";"GM0785";"2022JJ00";"    1168";"     987";"     181";"    36.2"
"282480";"A047048";"ZW10290";"GM1942";"2018JJ00";"";"";"";"       ."
"282481";"A047048";"ZW10290";"GM1942";"2019JJ00";"";"";"";"       ."
"282482";"A047048";"ZW10290";"GM1942";"2020JJ00";"";"";"";"       ."
"282483";"A047048";"ZW10290";"GM1942";"2021JJ00";"";"";"";"       ."
"282484";"A047048";"ZW10290";"GM1942";"2022JJ00";"";"";"";"       ."
"282485";"A047048";"ZW10290";"GM0512";"2018JJ00";"    1010";"     796";"     215";"    35.2"
"282486";"A047048";"ZW10290";"GM0512";"2019JJ00";"    1064";"     840";"     224";"    36.0"
"282487";"A047048";"ZW10290";"GM0512";"2020JJ00";"    1044";"     847";"     198";"    32.7"
"282488";"A047048";"ZW10290";"GM0512";"2021JJ00";"    1095";"     891";"     204";"    33.2"
"282489";"A047048";"ZW10290";"GM0512";"2022JJ00";"";"";"";"       ."
"282490";"A047048";"ZW10290";"GM0513";"2018JJ00";"    1002";"     784";"     218";"    35.7"
"282491";"A047048";"ZW10290";"GM0513";"2019JJ00";"    1007";"     787";"     220";"    35.2"
"282492";"A047048";"ZW10290";"GM0513";"2020JJ00";"    1030";"     824";"     206";"    34.3"
